track_id1,track_id2,sim_score
78ivvTBqkt3e6eBBkWMuV8,2RFt6ZWQbr9mPhsft9u9eX,0.9726789173914633
78ivvTBqkt3e6eBBkWMuV8,3ktgwCr0hZ1EbC99oHbgN8,0.9990141997512354
78ivvTBqkt3e6eBBkWMuV8,4wzjNqjKAKDU82e8uMhzmr,0.8814910923945559
78ivvTBqkt3e6eBBkWMuV8,0INqAT51XyRjjH9WVMkwA5,0.981790775238627
78ivvTBqkt3e6eBBkWMuV8,6TWcSqCntZhH5vyc35kkob,0.9583050331737053
78ivvTBqkt3e6eBBkWMuV8,1KG8SoycbII7iW3jVDCnE0,0.9977981079034568
78ivvTBqkt3e6eBBkWMuV8,0Ant6wBzTsOcH63OgzmaXU,0.981142239164303
78ivvTBqkt3e6eBBkWMuV8,2mLtn7zqcqalNZSfQZ62ko,0.9971459290056747
78ivvTBqkt3e6eBBkWMuV8,1lAVCaEi47Fy5zwyxndYn4,0.995050360338799
78ivvTBqkt3e6eBBkWMuV8,2iNmYBqg9ZUA8p83Q72deL,0.9790400755583644
78ivvTBqkt3e6eBBkWMuV8,5BXqaWb8fRDDe1fDi30MfC,0.9744451288571777
78ivvTBqkt3e6eBBkWMuV8,21BfslzLCx6jrXwjqV6Cpg,0.9911682013150754
78ivvTBqkt3e6eBBkWMuV8,5oybimaSGL9SQIoOnr7BJd,0.9709691186024676
78ivvTBqkt3e6eBBkWMuV8,0y1QJc3SJVPKJ1OvFmFqe6,0.9684073914248313
78ivvTBqkt3e6eBBkWMuV8,0eFSShjiDlp5FUspruHdJ0,0.9840207866774335
78ivvTBqkt3e6eBBkWMuV8,2JUqYobT8NvARdPmc4ES2x,0.9407545833938079
78ivvTBqkt3e6eBBkWMuV8,4q3RvP346LwVckedivMYBm,0.9970002038360166
78ivvTBqkt3e6eBBkWMuV8,5oYMLJBYRv0I3D5GZEqODA,0.9234402365982554
78ivvTBqkt3e6eBBkWMuV8,0393PMIQFV9pewSmxoWwXw,0.9813867269095865
78ivvTBqkt3e6eBBkWMuV8,4yVzNknEXRtTZBowdNFTe6,0.9964110315531597
78ivvTBqkt3e6eBBkWMuV8,4Jfcedn6swtzrhq6wH09rQ,0.9813453101957655
78ivvTBqkt3e6eBBkWMuV8,1CIlKWhwH35XcCzpofRjux,0.9558468025677449
78ivvTBqkt3e6eBBkWMuV8,58DITAWlxgR0FQSbKGqXUi,0.9702221243318389
78ivvTBqkt3e6eBBkWMuV8,1Gz3r6XFSqYdqBhyYaHtto,0.9997961014227394
78ivvTBqkt3e6eBBkWMuV8,55MdAcOd84Lhy32ueDEWtw,0.9994776565704971
78ivvTBqkt3e6eBBkWMuV8,3v0krJCUzAT1K32SCnVO98,0.9821807118774196
78ivvTBqkt3e6eBBkWMuV8,2LnnCrqJl1p39bD7d491cu,0.9813456540697854
78ivvTBqkt3e6eBBkWMuV8,2zGN2Pjf8FRZb3xYM0PkF3,0.9766310890141657
78ivvTBqkt3e6eBBkWMuV8,3D5m9td727oNdjUh8EmVVg,0.9812815807651561
78ivvTBqkt3e6eBBkWMuV8,7KR3rQJtJviqmloUwYK86T,0.9964883522121738
78ivvTBqkt3e6eBBkWMuV8,5y8ARSg47Yx52xvQQAlS35,0.9991473866650984
78ivvTBqkt3e6eBBkWMuV8,3odkvkWgBFpV02hHfGQWWC,0.9994692110041588
78ivvTBqkt3e6eBBkWMuV8,3MHqGAgzog0ws73QGNmpPA,0.9924517264762303
78ivvTBqkt3e6eBBkWMuV8,1fbHsIsgVoZsltBtQhSgvc,0.9775321940271564
78ivvTBqkt3e6eBBkWMuV8,2tKIsOrwDCeL9LgpBvlZst,0.9799996498105155
78ivvTBqkt3e6eBBkWMuV8,6sEOCx9dvZ2Vy3sI8HpZ3m,0.9812061220317385
78ivvTBqkt3e6eBBkWMuV8,40XeGNGFchGYw7y0ue1GiG,0.9898972772012793
78ivvTBqkt3e6eBBkWMuV8,3aVyavzL1hsbRxpbptIflb,0.9696917962523138
78ivvTBqkt3e6eBBkWMuV8,5DAjrJqXqYtgr67pVhmUeR,0.9723563620723255
78ivvTBqkt3e6eBBkWMuV8,3vk0GnIa9jp1B00felbJQE,0.9828453807318421
78ivvTBqkt3e6eBBkWMuV8,0l8D7yGRuHt9myGZtMThiZ,0.9952770947608574
78ivvTBqkt3e6eBBkWMuV8,1c9wxQkSyFOCkVUl3Z5Say,0.9808235187943802
78ivvTBqkt3e6eBBkWMuV8,4pq5g8DHg6lX7gDqu4OGlg,0.9980212146352853
78ivvTBqkt3e6eBBkWMuV8,4R6CTUqISDAkCh9ruh4Q7z,0.9814150573193121
78ivvTBqkt3e6eBBkWMuV8,0e5LcankE0UyJUuCoq1uH2,0.9793130650375673
78ivvTBqkt3e6eBBkWMuV8,1QfMAedhK4fbHem6ZyoEcg,0.9964617874116224
78ivvTBqkt3e6eBBkWMuV8,7ij0GeHmY389fa0cqydd3y,0.9988243312278788
78ivvTBqkt3e6eBBkWMuV8,2L2D0aPziCdIjm57GDMULG,0.9812394542273015
78ivvTBqkt3e6eBBkWMuV8,4GQO1491lOB5o2mEo8Qq6s,0.9911336882917667
78ivvTBqkt3e6eBBkWMuV8,2cRll9FJJEs2hVKuOpRrRD,0.9942285655786549
78ivvTBqkt3e6eBBkWMuV8,3FP7aHOSBQ2Pq4KlGchpqT,0.9999638955234585
78ivvTBqkt3e6eBBkWMuV8,64B0yTuNiZ90zt0IBlmg9W,0.9955345415017437
78ivvTBqkt3e6eBBkWMuV8,7MhNCT34oaLIxwAsZlZd67,0.9726674491931097
78ivvTBqkt3e6eBBkWMuV8,5MSz35aYcvSZxUeBHiTCiI,0.9951829374167304
78ivvTBqkt3e6eBBkWMuV8,0BIpEYy15QaMusucc8H0l7,0.9818544572847973
78ivvTBqkt3e6eBBkWMuV8,5ulyMRVraAUV3OC7cbkRpF,0.9811633880922788
78ivvTBqkt3e6eBBkWMuV8,3i31Itck9EgI1vRjZxdYe9,0.981007290904903
78ivvTBqkt3e6eBBkWMuV8,1GN7Kn9Hr4pOpVVxBL1ZUD,0.9826203948363317
78ivvTBqkt3e6eBBkWMuV8,5I1UFaot9CKa5BA26yGePX,0.9997355870466527
78ivvTBqkt3e6eBBkWMuV8,39iczvfNkZstM8KY8dNDFC,0.9661820874691923
78ivvTBqkt3e6eBBkWMuV8,7FBf7WRech1Bhdp9BcylM6,0.9822547896592588
78ivvTBqkt3e6eBBkWMuV8,1TBr5codxpZ5jmRQwCEiQT,0.9811446607917871
78ivvTBqkt3e6eBBkWMuV8,4EZytiJfGIKolH85Nc6G8Q,0.8653375547280729
78ivvTBqkt3e6eBBkWMuV8,1mCNkrKh9NEgxJWUqHnEgo,0.9850142446655535
78ivvTBqkt3e6eBBkWMuV8,6wxm92a18bGEP5N4QusCIx,0.951035963834531
78ivvTBqkt3e6eBBkWMuV8,1MWApXQMyidjiXB7w19fXH,0.9814148459836751
78ivvTBqkt3e6eBBkWMuV8,2xUM2CBmLcvdldtDtPmrfx,0.9998339614456185
78ivvTBqkt3e6eBBkWMuV8,6xwkW1xUgK7vWhHP2vhT4S,0.9991121535969555
78ivvTBqkt3e6eBBkWMuV8,5eatFM6xskKdCtSoLIAUPn,0.9949020532339793
78ivvTBqkt3e6eBBkWMuV8,3SuOnvSXNnzbnZaecObT2S,0.9804737380996796
78ivvTBqkt3e6eBBkWMuV8,2M3laSC4qeLl9tWxDEzF4T,0.9512049974580213
78ivvTBqkt3e6eBBkWMuV8,6L1V0LvpXBJ7QptKuLUj3v,0.9524906684833477
78ivvTBqkt3e6eBBkWMuV8,1XNAH3h63O1hWFcgyHGbjf,0.9538403183297502
78ivvTBqkt3e6eBBkWMuV8,4MLBqAEzNN89o2M9h92Z26,0.9556815382580143
78ivvTBqkt3e6eBBkWMuV8,5rvJ9lvGq8hWhkCQEcer1x,0.9859240226229278
